,Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
197,French Polynesia,PYF,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
198,Qatar,QAT,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
199,Romania,ROU,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,26.1,,,,47.9,,,,47.0,,,,
200,Russian Federation,RUS,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,23.9,,,,33.1,,,28.5,,,,,
201,Rwanda,RWA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,41.0,,,,,42.7,,,,,,
202,South Asia,SAS,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,18.371428571428602
203,Saudi Arabia,SAU,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
204,Sudan,SDN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,8.2,,,
205,Senegal,SEN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,26.3,,,,,,,22.9,,,
206,Singapore,SGP,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
207,Solomon Islands,SLB,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,47.4,,
208,Sierra Leone,SLE,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,7.9,,,,,,,,18.8
209,El Salvador,SLV,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,39.6,,,,40.2,,,,,,38.4,
210,San Marino,SMR,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
211,Somalia,SOM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
212,Serbia,SRB,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,23.0,,,,28.8,,,,29.8,,,,
213,Sub-Saharan Africa (excluding high income),SSA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,31.251515151515196
214,South Sudan,SSD,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,21.9,,,
215,Sub-Saharan Africa,SSF,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,31.251515151515196
216,Small states,SST,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,42.8739130434783
217,Sao Tome and Principe,STP,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
218,Suriname,SUR,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,18.3,,,,,,,
219,Slovak Republic,SVK,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,11.8,,,,29.6,,,,29.7,,,,
220,Slovenia,SVN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,29.1,,,,42.2,,,,34.5,,,,
221,Sweden,SWE,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,52.5,,,
222,Swaziland,SWZ,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,28.6,,,,,,,,,,36.0,
223,Sint Maarten (Dutch part),SXM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
224,Seychelles,SYC,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
225,Syrian Arab Republic,SYR,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,14.4,,,,,,,,
226,Turks and Caicos Islands,TCA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
227,Chad,TCD,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,40.1,,,,,,,,
228,East Asia & Pacific (IDA & IBRD countries),TEA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,47.45384615384621
229,Europe & Central Asia (IDA & IBRD countries),TEC,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,30.5727272727273
230,Togo,TGO,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,31.8,,,,,,,25.3,
231,Thailand,THA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,64.4,
232,Tajikistan,TJK,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,14.4,,,34.4,,,,,32.7,,,,
233,Turkmenistan,TKM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
234,Latin America & the Caribbean (IDA & IBRD countries),TLA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,43.828571428571394
235,Timor-Leste,TLS,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,42.9,,,,,,64.4,,
236,Middle East & North Africa (IDA & IBRD countries),TMN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,24.1875
237,Tonga,TON,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,65.3,,,,,,,,
238,South Asia (IDA & IBRD),TSA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,18.371428571428602
239,Sub-Saharan Africa (IDA & IBRD countries),TSS,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,31.251515151515196
240,Trinidad and Tobago,TTO,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,45.1,,,,,,,
241,Tunisia,TUN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,49.5,,,,
242,Turkey,TUR,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,9.0,11.4,,,40.7,,,,,25.4,,,,
243,Tuvalu,TUV,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
244,Tanzania,TZA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,30.9,,,,,,,24.7,,,,
245,Uganda,UGA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,34.7,,,,,,,26.6,,,,
246,Ukraine,UKR,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,27.1,,,47.1,,,,,31.5,,,,
247,Upper middle income,UMC,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,37.8342105263158
248,Uruguay,URY,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,41.6,,,,23.1,,,,,,,37.0
249,United States,USA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
250,Uzbekistan,UZB,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,14.5,,,39.8,,,,,29.2,,,,
251,St. Vincent and the Grenadines,VCT,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,76.0,,,,,,,
252,"Venezuela, RB",VEN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,30.7,,,,,,,
253,British Virgin Islands,VGB,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
254,Virgin Islands (U.S.),VIR,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,
255,Vietnam,VNM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,59.2,,,,,,51.1,,
256,Vanuatu,VUT,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,51.4,,,,,,,,
257,World,WLD,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,35.075609756097606
258,Samoa,WSM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,79.8,,,,,,,,
259,Kosovo,XKX,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,10.9,,,,11.1,,,,
260,"Yemen, Rep.",YEM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,6.4,,,6.6,,,,
261,South Africa,ZAF,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,22.6,,,,,,,,,,
262,Zambia,ZMB,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,37.2,,,,,,49.8,,,,
263,Zimbabwe,ZWE,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,56.2,,,,,42.5,
0,Aruba,ABW,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,1.0119199752807602,0.992659986019135,0.9994900226593021,0.989000022411346,0.9770600199699399,0.952910006046295,0.9633899927139279,0.967980027198792,0.986760020256042,1.00584995746613,1.00443994998932,1.01460003852844,1.00871002674103,1.0215599536895799,,,,,
1,Afghanistan,AFG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,0.0,,0.543560028076172,0.40590000152587896,0.5487599968910221,0.5754600167274481,0.570230007171631,0.589690029621124,0.613699972629547,0.630020022392273,0.6681100130081179,0.674070000648499,0.660059988498688,0.658649981021881,0.651989996433258,,0.64546000957489
2,Angola,AGO,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.8041399717330929,,,,,,,,,,0.8186100125312809,0.8097800016403199,0.7653399705886841,0.620949983596802,,,,,,
3,Albania,ALB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,0.955540001392365,0.962960004806519,0.9736300110816959,,,0.9663900136947629,0.964280009269714,0.9709399938583371,0.9821500182151791,0.984149992465973,1.00057995319366,0.986819982528687,0.979290008544922,0.9696999788284301,0.957469999790192,0.9456999897956851,0.9427800178527829,0.945469975471497,
4,Andorra,AND,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,
5,Arab World,ARB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.857,0.8682200000000001,0.8770100000000001,0.8859299999999999,0.89484,0.90294,0.90654,0.91328,0.9168200000000001,0.9196799999999999,0.92214,0.9231,0.9243299999999999,0.92285,0.92904,0.9294,0.93095,0.9341700000000001,0.93334,
6,United Arab Emirates,ARE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.04498994350433,,,,,,,,,,,,,,,,,,0.9528099894523621,
7,Argentina,ARG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01707994937897,1.03150999546051,1.02401995658875,1.02516996860504,1.02437996864319,1.0271600484848,1.03167998790741,1.03586995601654,1.04249000549316,1.04800999164581,1.05099999904633,1.04797995090485,1.0359799861908001,1.03973996639252,1.0337300300598102,1.0300999879836998,1.0296599864959701,1.02662003040314,,
8,Armenia,ARM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,1.07114005088806,,,,,,,1.00602996349335,0.995689988136292,0.9899200201034549,,,,,,1.03787004947662,,
9,American Samoa,ASM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,
10,Antigua and Barbuda,ATG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,0.969609975814819,0.951690018177032,0.975929975509644,0.9566199779510501,0.9524099826812741,1.02620005607605,,0.962080001831055,0.976769983768463,,
11,Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,0.9252600073814391,0.9249799847602841,
12,Austria,AUT,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9612799882888791,0.966949999332428,0.969690024852753,0.969579994678497,0.9644299745559691,0.9634199738502499,0.963039994239807,0.9662500023841859,0.969860017299652,0.968800008296967,0.965539991855621,0.965139985084534,0.968649983406067,0.970080018043518,0.9717599749565121,0.973429977893829,0.972940027713776,0.9733300209045409,0.971989989280701,
13,Azerbaijan,AZE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,
14,Burundi,BDI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,0.7835500240325931,0.800819993019104,0.816160023212433,0.85834002494812,0.868920028209686,,0.891560018062592,0.903259992599487,0.9182100296020509,0.930499970912933,0.94200998544693,0.965309977531433,0.979210019111633,0.9915800094604491,
15,Belgium,BEL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,1.04175996780396,1.05727994441986,1.06342005729675,1.06831002235413,1.0575200319290199,1.0565500259399399,1.06991994380951,1.0747499465942398,1.0798100233078,1.08785998821259,1.0896099805831898,1.0833899974823,1.0819000005722,1.08250999450684,1.08219003677368,1.0798499584198,1.08054995536804,,
16,Benin,BEN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,0.614619970321655,0.6333299875259399,0.6462900042533871,0.661450028419495,0.67315000295639,0.694509983062744,,,,,,,0.8096899986267091,,0.834890007972717,0.8478900194168091,0.8592699766159059,,
17,Burkina Faso,BFA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,0.6841099858284,0.7002300024032589,0.712759971618652,,0.7372199892997741,0.766600012779236,0.782329976558685,0.7994899749755859,0.817929983139038,0.839980006217957,0.856069982051849,0.8771100044250492,0.89341002702713,0.9146199822425841,0.936890006065369,0.94828999042511,0.9603499770164491,0.971310019493103,
18,Bangladesh,BGD,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,1.05402004718781,1.0564999580383299,1.06503999233246,1.0861400365829499,1.06028997898102,1.0865900516509999,1.09395003318787,,1.06009995937347,,1.10127997398376,1.08078002929688,
19,Bulgaria,BGR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.981280028820038,0.9791300296783451,0.9770299792289731,0.977400004863739,0.978559970855713,0.9786700010299679,0.969210028648376,0.9682400226593021,0.9693099856376651,0.969359993934631,0.9773399829864499,0.9768400192260741,0.970499992370605,0.966459989547729,0.9696499705314641,0.966859996318817,0.9743899703025821,0.9752299785614009,0.976090013980865,
20,Bahrain,BHR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02465999126434,1.02462995052338,1.02974998950958,1.05333995819092,1.06587994098663,1.07104003429413,1.0694299936294598,1.0691599845886202,1.07211005687714,,,,,0.9986600279808041,1.0142999887466402,1.01669001579285,1.01219999790192,1.00448000431061,1.01494002342224,
21,"Bahamas, The",BHS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,0.9746099710464481,,,1.01691997051239,,0.9879400134086609,0.990220010280609,0.99576997756958,1.0082199573516801,1.00510001182556,1.02373003959656,1.03574001789093,,,,,,1.05648005008698,
22,Bosnia and Herzegovina,BIH,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,
23,Belarus,BLR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01005005836487,,,,,,,,,,0.977219998836517,0.976419985294342,0.9773600101470951,0.97749000787735,0.976689994335175,0.9847300052642819,0.9894999861717221,0.9917700290679928,0.991460025310516,
24,Belize,BLZ,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,0.9951800107955929,0.98496001958847,0.99015998840332,,0.9977200031280521,1.00266003608704,0.983309984207153,0.99370002746582,1.00601005554199,0.999140024185181,1.0001300573349001,1.00384998321533,0.9966099858284,0.9894000291824341,0.9883800148963929,0.9886000156402591,0.980329990386963,0.976010024547577,
25,Bermuda,BMU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,1.0401799678802501,1.0616500377655,1.07989001274109,1.1089999675750701,1.08921003341675,1.08173000812531,,,,,1.07267999649048,1.06032001972198,1.06517994403839,1.05033004283905,1.04458999633789,,
26,Bolivia,BOL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.952759981155396,0.956009984016418,0.953459978103638,0.9557499885559079,0.95796000957489,0.961650013923645,0.964900016784668,0.969780027866364,0.974420011043549,0.9784299731254581,0.980130016803741,0.9823399782180791,0.9830700159072879,0.9856799840927121,0.985620021820068,0.9811300039291379,0.9789199829101559,0.9774199724197391,0.9783200025558471,
27,Brazil,BRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,1.0129599571228,1.03544998168945,1.0335299968719498,1.02884995937347,,1.04399001598358,1.03873002529144,1.0441600084304798,,1.02593004703522,1.035640001297,1.0295799970626802,1.02913999557495,1.01794004440308,,
28,Barbados,BRB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,1.01564002037048,1.00690996646881,0.995599985122681,0.9954000115394591,0.994480013847351,0.9921299815177921,0.9930899739265441,1.00031995773315,1.00935995578766,1.0127500295639,1.0118000507354699,1.01153004169464,1.0178799629211401,,,1.0188399553299001,1.01871001720428,1.02981996536255,
29,Brunei Darussalam,BRN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9850299954414371,0.9812499880790709,0.982010006904602,0.9773100018501278,0.972869992256165,0.978540003299713,0.9725300073623661,0.9722599983215329,0.97869998216629,0.9842600226402279,0.9897900223731991,0.9948300123214721,1.00103998184204,0.9944499731063839,1.00216996669769,1.0086699724197399,0.9984200000762941,0.998889982700348,1.00287997722626,
30,Bhutan,BTN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.819819986820221,0.8368800282478329,0.856939971446991,0.881079971790314,,,,0.946770012378693,0.963880002498627,0.9736599922180179,0.991060018539429,1.01426005363464,1.02276003360748,1.02796995639801,1.03500998020172,1.0373100042343102,1.04032003879547,1.03411996364594,1.04421997070313,
31,Botswana,BWA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.0237100124359102,1.02178001403809,1.02029001712799,1.01375997066498,1.01161003112793,1.0112600326538101,1.00343000888824,0.9998499751091,1.0034600496292099,1.00006997585297,1.01048004627228,,,,,,,,,
32,Central African Republic,CAF,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,0.6589800119400021,,,,,,,,0.686320006847382,,0.693769991397858,0.7014300227165219,,,,0.745689988136292,
33,Canada,CAN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9964100122451779,1.0093699693679798,1.01050996780396,,,,,0.9842500090599059,0.9858199954032901,0.9858800172805791,0.986240029335022,0.98785001039505,0.9893900156021121,0.992070019245148,1.00341999530792,1.00608003139496,1.00822997093201,1.00806999206543,1.0078699588775601,
34,Central Europe and the Baltics,CEB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00135,0.9998600000000001,0.99736,0.99624,0.99435,0.99136,1.0014100000000001,0.9974,0.99567,0.99518,0.9952700000000001,0.99626,0.99421,0.99165,0.99245,0.98841,0.98959,0.99323,0.9944,
35,Switzerland,CHE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.956239998340607,0.9608700275421139,0.967199981212616,0.974720001220703,0.9717599749565121,0.969940006732941,0.9646900296211239,0.966929972171783,0.9672999978065491,0.9697399735450741,0.972180008888245,0.9751899838447571,0.981519997119904,0.9837700128555301,0.9831699728965759,0.985310018062592,0.983399987220764,0.979340016841888,0.9761300086975101,
36,Channel Islands,CHI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,
37,Chile,CHL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9990500211715699,0.9987999796867371,0.995029985904694,,0.9942399859428409,0.9921900033950809,0.981599986553192,0.9822900295257572,0.986370027065277,0.986790001392365,0.9860100150108341,0.9890900254249569,1.00094997882843,1.0000100135803198,1.00264000892639,0.992139995098114,0.992030024528503,0.991100013256073,0.992060005664825,
38,China,CHN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,0.965690016746521,,0.9660199880599979,,,0.989329993724823,0.9926999807357791,0.998109996318817,1.0046000480651898,0.9903500080108639,0.994029998779297,0.9988300204277042,1.00780999660492,1.01124000549316,1.01338005065918,1.01194000244141,
39,Cote d'Ivoire,CIV,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,0.692879974842072,,,,,,,,,,,,,,,0.816569983959198,0.825030028820038,0.838060021400452,
40,Cameroon,CMR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.80690997838974,0.827400028705597,,0.855220019817352,0.8024299740791321,0.8503000140190121,0.843379974365234,0.8287799954414371,0.830399990081787,0.840290009975433,0.8448899984359741,0.858539998531342,,0.8635500073432919,0.871200025081635,,0.8785600066185001,0.8848599791526791,0.8869000077247621,
